Trader_Id,Latitude,Longtitude
239,44.7416079,32.990027
240,50.2414199,56.7558466
241,32.010214,31.7338222
,11.893334,15.4978643
243,29.49574,18.31173
244,48.235668,21.918203
245,43.3211671,14.965327
246,-6.1923925,61.030613
247,-31.4325479,40.4234188
248,10.444021,-6.9236
249,55.6732828,34.0716318
250,38.2031194,52.3468215
251,40.4563733,-8.0450166
252,-8.269535,30.938787
253,-7.6331351,41.4222316
254,-7.8307181,-7.504714
255,43.486492,41.2101217
256,45.5244621,50.4466097
257,-6.9498767,21.104739
258,-36.1406484,34.590396
259,7.5273576,27.568278
260,11.9647609,34.292397
261,51.2879708,63.827461
262,-8.2,47.3752386
263,-20.1851206,36.2140865
,2.01643,49.5962241
,14.7596318,35.777346
266,57.330777,44.3623348
267,63.917408,32.31
,48.689836,54.4225141
269,-8.4114856,39.896949
270,26.458254,16.1393157
271,23.7247599,49.8259726
272,55.6027928,38.1861536
273,-8.3351552,9.0462197
274,53.5760481,39.8575426
275,31.535184,39.680811
,31.42301,35.3890138
,-18.0785916,29.49574
278,-4.4864625,38.1230866
279,35.8746739,45.8836384
280,0.4919195,38.739431
281,41.81194,49.7524226
282,53.36117,-3.5273652
283,54.357088,56.0467533
284,-7.0727,23.2654395
285,55.7387411,9.8411782
286,16.7124054,40.1632626
287,16.802718,38.8605311
288,-8.7377882,-6.9714991
289,22.5364306,14.136844
290,49.63336,2.100305
291,50.1285625,48.732568
292,41.6,-33.6186082
,13.9192331,-16.3800324
294,44.6773413,-14.65067
295,46.8843099,34.352865
296,38.430793,59.8879013
297,29.164409,35.8712549
298,51.2881709,51.7565958
299,-8.1384242,30.741991
300,30.9882241,38.520089
,-34.5867363,31.479648
302,-6.7769318,41.3910706
303,-8.6417702,62.2969314
304,30.6847903,30.352893
305,,
306,35.8523575,20.5439984
307,-21.1661005,14.1175166
308,-9.6701,-27.3869255
309,46.3194856,-34.6161437
310,27.542493,53.3653866
311,27.141681,53.6179245
312,-9.5974717,-11.4260053
,6.7703871,12.6729174
314,28.534704,60.0702076
315,50.5429237,-7.3708505
316,44.2171148,23.17277
317,39.5712613,-5.0077012
318,-8.5248669,35.556017
319,-22.1943942,46.5838069
320,27.114252,45.133
321,39.8547136,23.0886013
322,26.647661,31.412405
323,-7.3468093,23.35329
324,50.1575901,-23.0432476
325,4.8271607,47.2195152
326,34.998592,14.6052661
,51.1691046,-12.8231947
328,24.178434,40.7929026
329,53.0803781,53.8580495
330,54.25645,41.1812066
331,39.630867,46.07034
332,28.311573,-5.667322
333,37.9346483,46.8538849
334,39.8032712,-31.1394114
335,15.6295505,55.0375016
336,10.8991156,50.6471859
337,-3.9389,40.3753066
338,50.3539017,52.8779171
339,49.63336,27.894504
340,51.06681,10.6135398
341,-7.2119433,32.38291
342,53.5511779,13.9534752
343,-27.593609,-7.2787651
344,10.3242857,16.06589
345,-21.2028539,27.69965
346,63.0706703,-6.8864
347,49.6106567,10.796589
348,39.9831117,40.692169
,-8.7393,37.3942527
350,-7.090073,29.885144
,53.3027609,32.625478
352,31.3483956,59.334679
353,-6.9108565,53.0418691
354,6.8793892,34.058401
355,41.9799999,37.807809
356,9.4655111,54.9272788
357,-15.2475119,-7.6552991
358,58.6073483,64.6025198
359,0.561734,35.9438023
360,13.657613,11.2088156
361,53.6482058,-9.2993916
362,-8.8512,4.3320676
363,53.3758568,38.0244455
364,26.397624,38.9458437
365,45.4969452,51.2235476
366,49.039558,0.845865
367,30.2785,40.9880227
368,5.9840985,35.3328119
369,50.555034,39.467685
370,33.5719791,4.5604389
371,-7.1108,13.8185096
372,-14.1387292,38.365641
373,30.2771132,34.8838824
374,31.298974,46.2993504
375,12.4102568,40.4140806
376,-18.5938307,48.8540194
377,48.690168,-31.7790432
378,41.2166819,30.823054
379,34.9406968,29.859268
380,56.0467,8.1176382
381,5.6153822,-21.0106742
382,-10.3503897,-9.916667
383,26.982106,12.7277133
,,
385,-19.8205316,-24.097317
386,51.1259587,20.9611497
387,35.1612182,49.7053824
388,11.9704485,-6.3904294
389,7.780305,47.1601577
390,43.9704382,46.068811
391,59.418208,12.8074809
392,57.8065774,50.8424855
393,44.8307966,-12.4211276
394,38.984289,-8.39427
395,14.5473421,31.319438
396,16.4588779,54.3494655
397,30.780217,36.909074
398,39.505925,53.14292
399,60.4624232,59.2830988
400,40.4670674,-6.858925
401,45.5246959,48.66667
402,32.04541,13.8185096
403,45.6110839,48.282193
404,53.4913801,41.4833449
405,-7.11833,-7.3063314
406,22.517585,50.9645521
,38.4499141,11.7315405
408,41.682758,47.0602152
,52.28339,62.153018
410,-38.7029444,-5.740511
411,58.9122731,49.6994861
412,46.6274254,41.3836182
413,10.5082417,-9.8492904
414,5.6956728,-9.5701
415,14.3839328,41.7669671
416,51.9377873,41.5088439
417,9.7525077,15.3657777
418,52.2215511,49.8905368
419,32.124929,9.3887516
,34.500554,-11.434693
421,56.0345586,41.4358155
422,,
423,48.9776522,51.0376583
424,-8.1708603,35.2488461
425,44.8671415,31.026665
426,-8.6678,14.0228518
427,34.983385,1.805165
428,-25.250202,14.9247834
429,49.1931313,-6.2998469
430,31.6903638,44.7695326
431,33.1396,36.1228302
432,34.275,55.7
433,63.593219,52.0563021
434,-18.3558779,-38.9573
435,18.8539206,59.8346001
436,56.2086482,-32.90269
437,13.2326269,29.0994968
438,-11.5576676,10.2471959
439,48.761389,27.304802
440,55.6686582,12.4866658
441,29.301449,42.383271
442,24.7021073,-8.0367968
443,50.1285625,40.957279
444,59.2889777,28.998299
,14.0134002,39.4591
446,-6.2477331,0.3391763
,31.1195391,28.297814
448,34.7577423,55.6819664
449,-3.4816267,14.84276
450,-2.5265605,28.423436
451,-22.38146,46.4214581
,-2.9001285,-0.532915
453,-9.5541709,30.4058071
454,16.7560469,-6.4347
455,46.9063815,23.775772
,-5.4008202,35.709077
457,-9.7934897,52.2313764
458,25.566821,35.1268513
459,-28.9427186,-2.7389977
460,5.61455,59.3536649
461,3.1523104,51.370484
462,-17.1023219,60.6875251
463,30.274084,13.5709049
464,-23.1036632,15.2679414
465,-10.7687519,41.3373738
,7.871544,-22.5845295
467,12.0375095,26.12715
468,48.977664,-8.2053196
469,45.087456,5.9840985
,42.6687933,50.5702189
471,-6.0329665,-7.2171628
472,-8.5068536,29.644609
473,31.2028365,7.0232835
,35.5155989,48.1717603
475,-10.1331,41.2169163
,41.7870665,14.4390514
477,14.582807,56.9115826
478,18.4530602,40.180793
479,53.4231032,33.9973
480,9.1742107,20.0045547
481,-6.9098723,-20.2307033
482,42.1214396,50.7852989
483,-24.6079128,-6.4086821
484,53.3490502,45.2881808
485,7.690466,14.0879532
486,53.1859207,-6.4472391
487,41.4410475,-34.6156429
488,57.4955715,-6.183459
489,39.2349991,-10.6462694
490,45.70734,56.8999269
491,-3.9318403,9.3733566
492,-22.5698961,15.0676
493,41.3456622,7.1966596
494,28.650072,46.801046
495,-7.24562,44.9326194
496,54.5940619,42.16964
,56.0817902,0.409905
498,56.7375175,45.4399116
499,32.009016,63.8223321
,28.213424,46.7046395
501,50.9077,53.6944002
502,-6.8027421,40.8103206
503,13.4109892,4.6845489
504,7.0228416,27.6112399
505,43.3011387,62.3078106
,55.813957,45.533333
507,44.8178615,31.232225
508,12.0166664,53.5659675
509,-18.3604041,34.0051492
510,35.4297161,53.9152969
511,40.1274545,25.4110762
512,-6.107046,34.1301599
513,49.3203637,-7.0453161
514,39.74,32.9901414
515,-24.5002295,-11.1892053
516,38.6093672,11.4967991
517,-25.5452817,19.4458447
518,4.761738,48.0386685
519,-8.5436245,43.1971197
520,49.9592267,39.873363
521,-16.9058836,-7.5273
522,50.35008,2.157713
523,22.781631,50.2296062
524,56.0467,5.7806339
525,49.86228,9.0667013
526,38.520089,15.226768
527,12.6679167,10.1765144
528,49.1232748,46.3194856
529,-7.293851,4.5475154
530,-6.90572,1.2964078
531,3.352913,26.085391
532,49.6489809,25.290184
533,59.1201253,48.4621258
,53.9842593,-23.4554707
535,-7.3737257,4.5604389
536,-34.8411832,46.204501
,35.3292328,53.9897476
538,39.6343248,10.630446
539,-10.9207843,0.3301924
540,1.148102,14.5473421
541,35.110997,40.7063972
542,44.0643415,50.7074591
543,26.312444,-8.5325093
544,49.1095977,38.067613
545,49.1409438,39.207953
546,16.5235265,8.6962086
547,10.18462,48.6828993
548,48.792001,-6.2904222
,-17.3697902,7.5433333
550,51.3842543,32.934565
551,22.1623468,-22.5580993
552,17.5899708,23.219932
553,49.8687559,23.020673
554,28.952878,32.777591
555,8.1526675,22.2799907
556,38.1663943,22.558237
557,19.5576165,60.2231622
558,14.9128369,50.7911439
559,47.3752386,-7.6090348
560,0.8639157,49.9467601
561,23.106401,40.7345053
562,-6.9424923,35.0633042
563,27.1840722,-3.2325539
564,48.1096576,49.2609439
565,6.9936468,-33.741216
566,45.1013124,-45.8802629
567,36.089488,15.8
,33.9345904,25.386379
569,42.199015,41.1731486
570,5.6052635,36.7818033
571,16.2864333,-7.9868869
572,-34.6107923,40.231962
573,18.2849318,24.77848
574,22.529403,61.6833669
575,4.733779,54.6464526
576,-7.0370275,57.7498282
577,-20.353624,35.1183378
578,-27.2000865,17.7047344
579,-9.5517,-7.7556135
580,-42.814251,53.6125259
581,59.943312,-8.4788
582,46.00582,43.677427
583,55.96667,41.3345374
,47.4441206,20.3192475
585,28.845626,31.875572
586,-8.4701452,46.083333
,58.3353986,-5.3003056
,45.01,51.2291266
589,2.0454995,46.2372396
590,48.8231572,-23.1072154
591,8.5531389,10.591925
,38.7946533,31.2303904
593,14.3631814,9.6625019
594,14.0119593,-8.3797336
595,30.9781287,6.6448093
596,36.8199022,52.431009
,,
598,-6.971971,39.22909
599,14.5679735,-13.7557949
600,-6.8734228,40.0856412
601,32.19537,41.9924293
602,31.385597,39.9335533
603,38.9388075,-34.5499678
604,6.65984,37.617044
605,55.0385549,60.9754503
606,40.0383706,11.3861374
607,-8.2600716,37.5940751
608,-21.1393418,61.1174188
609,3.6130855,48.8129209
610,40.2047139,45.0543662
611,40.8253148,40.5660046
612,44.2136985,36.2109406
613,18.932625,-29.4169973
614,56.1263981,23.11134
615,-7.3463033,25.386379
616,49.8958515,35.904442
617,18.9313146,47.4861398
618,22.000143,17.7032238
619,30.6066166,24.607906
620,-6.926103,31.1853497
621,14.262652,37.005017
622,50.8816379,41.4633308
623,52.721723,62.9131803
624,-9.2899075,44.7488612
625,24.594229,-26.0440358
626,57.7184395,29.56492
627,50.025483,13.1981877
628,-7.2355945,41.4619291
629,-6.9394,23.7321074
630,35.024634,46.013979
631,31.491169,41.9746108
632,40.765292,32.223502
633,53.7942932,-6.8878234
634,-32.485681,39.1340249
635,40.0672874,34.198019
636,24.301245,56.3736264
,31.5094268,33.580873
638,-7.4686612,8.2101114
639,42.7123148,44.435508
640,-6.7422,50.1267742
641,38.8190181,35.5588061
642,40.7038704,32.8901015
643,61.0031692,45.1839187
644,62.2030006,1.2481932
645,-6.8646647,34.477861
646,30.6107721,53.1286984
647,50.7819156,8.9172672
648,22.786186,59.6740144
649,49.5236512,-6.9812818
650,48.7212066,55.086808
,-12.67442,14.5653817
652,20.0429063,-6.9326938
653,61.6614104,28.3102323
654,-7.1928,55.5292
655,23.365556,4.8949753
656,40.9937134,60.1982825
657,45.0417524,34.28665
,5.4653142,33.97
659,42.54688,7.6488023
660,40.7084699,43.2467751
661,31.232225,35.0021932
,27.857569,8.972681
663,44.9870496,-6.9627021
664,-28.0964966,-7.5816489
665,-8.44477,41.3435561
666,50.3382214,-27.4883799
667,-29.7619121,11.03333
668,7.9122744,49.0109213
669,36.1722416,49.4515969
670,31.223427,45.0209955
671,19.4052965,22.541373
672,50.6793242,26.245192
673,47.7314993,10.4816837
674,-24.7592533,50.5904776
675,38.7759506,21.8163242
676,-6.7453352,54.7214094
,-7.4011226,-2.5916025
678,31.3211873,10.0749997
679,43.8273805,41.8647615
680,29.1416432,39.2817753
681,,
,36.7821,57.630161
683,6.61476,24.5552816
684,15.429396,-22.2188934
685,-4.9281176,-7.1550724
686,59.2931754,40.2683581
687,41.400351,-8.1992561
688,35.8561719,17.622182
689,38.8,10.0382093
690,-38.9770913,9.696521
,-8.2127777,39.159945
692,16.7753609,-16.3952829
693,50.0427687,36.8771299
694,46.1696293,40.9624179
695,7.9047781,53.9215606
696,61.3483795,8.9308058
697,-8.2716375,-7.2117
698,7.0024321,26.577837
699,8.972681,13.7740651
700,44.053592,-10.182653
701,-8.1675,-4.9068418
702,-7.0029794,58.4710363
703,14.5770566,50.25649
704,7.8400507,30.7717757
705,27.817808,23.106401
706,41.3052226,24.9909255
707,49.4263976,-22.7862985
708,16.75245,13.7279858
709,-8.0916546,46.8146055
710,43.5661719,57.7314161
711,30.2873739,18.41253
712,28.34343,40.6998888
713,35.0780152,53.2780047
714,41.946541,25.8007724
715,15.4281295,14.5618599
716,30.679359,39.384559
717,17.7235605,-12.2179111
718,59.2290118,43.4945737
719,55.9128355,11.0876868
720,46.2433699,16.0392291
721,5.2362218,36.289265
722,43.6805415,12.5683747
723,13.8503992,23.1497287
724,-7.440509,-4.0438672
725,40.3620707,44.1372925
,25.419319,29.205856
727,14.5661645,59.1096942
728,39.7575072,10.6172827
729,-18.8228804,38.9200512
,42.546675,8.4430125
731,39.630867,3.7187884
732,37.9941289,-6.2839964
733,64.1457767,30.131784
734,39.7494186,-7.3174629
735,51.7059957,50.0055345
736,64.1272315,13.3585301
737,40.284979,24.810879
738,43.438342,1.001167
739,37.5330237,30.6066166
740,38.7917289,-8.2637032
741,45.1934857,55.1936526
742,-8.1448805,45.1253665
743,35.580996,40.5845053
744,-23.107801,48.7803815
745,43.4945737,22.0080725
746,58.4962577,23.018033
747,35.8439572,40.3808163
748,-25.2005643,12.0805088
,41.2420649,18.904265
750,49.8964958,39.306292
751,3.1140502,-6.4610391
752,39.9912749,-7.2209016
753,51.3870782,49.4603474
754,-33.3672731,-6.5864219
755,-5.383454,-6.5930581
756,45.902561,-7.2752365
757,30.289195,48.659828
758,-7.4399956,34.64921
759,-25.304882,-13.589688
760,61.2698079,41.2169163
761,58.4755075,43.4136328
762,53.378253,27.569678
763,-12.5327517,37.509395
764,-10.4966636,22.7694444
765,48.2678882,-7.4983615
766,41.2615617,43.677427
767,-19.0085724,57.7500731
768,19.3004022,51.2149435
769,49.837947,29.322952
770,41.4273946,8.9155547
771,3.914099,53.7512087
772,19.1780491,10.9005556
773,56.3089225,6.1462401
774,31.8127435,49.2099156
775,58.3776252,43.8447278
776,-9.3583473,56.178249
,-32.8409806,7.1756111
778,17.9898675,-8.1854774
779,59.3281151,49.9555247
780,27.440523,44.435508
781,30.1253988,27.3325014
782,-34.0896763,49.7053824
783,40.8806112,-8.2127777
784,9.9932482,41.761923
785,45.4815563,49.8564201
786,53.3527892,-6.813931
787,29.910184,50.0287787
788,49.8053451,-8.5437713
789,32.31876,49.380268
790,42.1608572,10.4051594
791,55.6207919,20.1788256
792,42.4349809,26.694208
793,10.4145738,-38.9770913
794,43.4945737,-8.0989645
795,49.5902725,53.15467
796,46.9874505,31.637714
797,1.8199703,31.267134
798,14.4403155,-8.1264039
799,54.2048528,57.4715317
800,40.076762,49.5718261
801,57.1785037,-6.8939065
802,37.198731,39.059554
803,-7.0385115,27.218444
804,-6.7757862,13.4730203
805,32.9985237,-11.5459875
806,5.2991829,-12.3757287
807,-6.3267969,55.1970692
,38.416663,-25.877477
,39.2687372,-20.6
810,35.744798,39.221631
811,25.2284355,28.4728106
,43.7755615,46.6669865
813,8.5531389,30.2371203
814,3.3393833,38.7188171
815,-9.6665263,62.2347
816,40.1860023,35.758786
817,29.815139,49.70521
818,38.3192083,-6.9871199
819,45.925854,9.5700231
820,-26.3044084,51.4938767
821,5.5047283,4.9764526
822,69.4269147,59.6637076
823,37.261564,7.5286908
,59.3887625,52.0625106
,-7.0265442,43.2916776
826,22.720974,-7.280135
827,48.737247,37.1448926
828,-34.7564693,-6.125044
829,,
830,36.6817149,51.9998397
831,-41.1751049,28.189633
832,48.7980515,-10.0836633
833,-27.112723,-14.91256
834,49.8917522,24.7204697
835,31.491169,3.2093353
836,4.7703172,24.908293
837,37.8594105,29.046337
838,-6.3030571,51.4986953
839,43.3153592,36.7048972
840,52.0402452,-23.0552782
841,49.880883,-6.898384
842,17.686931,33.1584786
843,60.9794357,-34.7356949
844,29.584292,55.7452926
845,45.8010928,41.2426773
846,41.3009465,44.7083615
847,59.1477457,47.3292629
,31.8694268,37.3621185
849,39.6924206,37.9611361
850,16.394652,-3.4795532
851,-6.1382732,51.3106091
852,-9.3988444,42.9600774
853,-13.77575,49.8279218
854,61.4692103,54.1347287
,4.9497479,31.491169
,-25.3823822,16.065782
857,30.164679,46.62222
858,56.744985,38.277028
859,8.0120727,-8.3256099
860,13.2063104,30.291711
861,27.768996,40.5
862,-17.5624415,32.3622982
863,-34.6250746,-34.5688333
864,54.1433253,37.444498
865,39.616759,-33.459409
,31.052914,39.0063718
867,,
868,53.5866599,-12.899232
869,36.77549,25.6279123
,37.9142806,16.8211238
871,31.02364,0.3158349
872,52.138523,40.9838888
873,32.331765,53.9888675
874,44.5722923,29.2565637
875,58.3970814,50.425413
,17.9567646,45.5839189
877,16.6078107,-16.6488964
878,34.3061791,7.8429579
879,29.919421,31.189689
880,42.3781869,51.2568887
881,-8.3202794,50.1076329
882,30.210884,28.435584
883,30.0444196,1.352083
884,-29.6540396,3.649442
885,47.9544744,26.11
886,59.2832062,-43.2744697
887,-5.9946384,13.2143917
888,29.689847,41.53083
,38.809086,-22.5459962
890,52.913784,34.797281
891,34.02,37.9356939
892,48.816388,34.8412176
893,36.8093284,-8.650979
894,-32.232355,45.310056
895,14.9327085,25.66788
896,40.221132,59.6670169
897,38.6206914,13.7390848
898,52.6029163,53.1595566
899,40.0678351,59.3551153
900,46.8289256,42.0912106
901,-42.7556675,42.5187534
902,-27.4249796,21.121444
903,11.5951195,39.8653333
904,53.3004898,34.3400547
905,25.941937,13.2881184
906,42.90835,41.5826404
907,38.7326381,50.3150962
908,4.7524091,27.791959
909,51.857861,28.0964047
910,41.676243,54.7769326
911,50.4163784,9.1254001
912,54.7674474,43.5661719
913,-6.939897,31.9453666
914,8.7130746,-7.1715356
915,56.7653841,49.6542555
916,46.2209242,50.4734865
917,15.0431944,-26.1011687
918,10.527138,22.579117
919,23.2654395,-7.2033646
920,-26.4051075,5.8520355
,44.634519,10.898923
,,
923,4.8949753,-27.0361696
924,-6.155077,59.9382805
925,36.41667,49.1040007
926,35.1904212,38.2537363
927,45.260412,41.1769352
928,27.42839,34.703309
929,17.18333,42.0160888
930,26.7271466,29.086221
931,47.9318074,-9.0166555
932,45.5535581,34.302131
933,-7.5450262,35.837344
934,60.2527141,54.0085653
935,53.32112,-10.1790674
936,45.2256179,-9.1522423
937,25.2284355,29.811574
938,34.8218609,49.20303
939,-6.6,43.6445087
940,5.472709,52.643749
941,48.39302,50.0919285
942,35,32.31651
,50.3093303,40.3319506
944,-17.9646772,-8.2986261
945,19.4449916,43.505478
946,-13.2513786,-9.3929796
947,-17.0490108,27.951451
948,9.453835,48.8834042
949,58.1295491,13.7610951
950,-7.8169756,45.1616228
951,22.948016,-13.9626121
,40.64278,33.6450129
953,-9.5961614,30.466667
954,41.9943014,55.7784607
955,3.9201154,39.9332981
956,-7.2157251,34.0181246
957,56.0956089,56.0446874
958,-20.0249637,13.9641503
959,14.1507357,50.8234101
960,55.6024656,52.8436256
961,9.562371,-0.5388381
962,10.2583233,51.5076941
963,31.2303904,53.4249712
964,26.2366058,53.1137898
965,38.4331962,29.434465
966,12.6643,34.5911393
967,14.6135888,19.309169
968,34.253164,27.440523
969,8.235581,40.1211828
970,31.853167,52.3537244
971,48.9893868,46.1743441
972,18.400092,27.0568
973,19.379122,58.3384893
974,59.132661,7.2029817
975,39.0063718,49.5743316
976,11.9647465,-7.783297
977,-8.0075658,39.756206
978,-26.8135107,56.854995
979,27.519549,36.7498896
980,31.8808504,46.3025462
981,15.7290855,-20.0583696
982,11.4752,-7.13754
983,59.7205546,33.8297993
984,37.0909826,-53.772733
985,13.8493774,52.7815
986,30.754014,32.032275
987,1.879826,59.9050895
988,55.7372478,20.0910963
,-12.5477492,6.7954977
990,12.5077895,51.3854243
991,27.356747,48.7835538
992,36.7195014,45.9033267
,41.6716076,39.158445
994,34.9565646,39.74
995,8.8471213,41.811979
996,40.827732,35.72154
997,31.7337799,26.458254
998,-12.868355,59.6715102
999,13.8694082,40.0877962
1000,25.416658,0.4607691
